Row,Historical_1,Historical_2,Historical_3,Historical_4,Historical_5,Historical_6,Historical_7,QRFIN_1,QRFIN_2,QRFIN_3,QRFIN_4,QRFIN_5,QRFIN_6,QRFIN_7,GARCH_1,GARCH_2,GARCH_3,GARCH_4,GARCH_5,GARCH_6,GARCH_7
AUS,99.2424242424242,5.01606238386359,0.0253239726204476,0.0943137904565073,0,0,0,99.2424242424242,5.01503247562641,0.0253239726204476,0.0958400647808205,0,0,0,96.2121212121212,4.43136679298525,0.522836950439568,0.0733873122115959,1,1,1
CAN,95.4545454545455,3.72803775680725,0.81062724725487,0.0936612478342423,0,0,0,94.6969696969697,3.36487073453138,0.873082256227972,0.0684129696086784,1,1,1,90.9090909090909,3.26294863106563,0.03104056672422,0.0714253210617844,1,1,1
DEU,96.2121212121212,4.79204273663386,0.522836950439568,0.129066245714608,0,0,0,95.4545454545455,4.50775059884872,0.81062724725487,0.116543999578457,0,0,1,95.4545454545455,4.71439608252233,0.81062724725487,0.126530705597132,0,0,0
ESP,90.1515151515152,5.18225359719734,0.0105909350254523,0.104486074387718,0,0,0,91.6666666666667,5.20931184194068,0.0788853030260185,0.103179018638715,0,0,0,92.4242424242424,5.05202939971614,0.174517884435512,0.0700381673271949,1,1,1
FRA,93.1818181818182,3.80441543655032,0.337826983166059,0.0628023471664049,0,0,0,90.1515151515152,3.69282529302813,0.0105909350254523,0.0503585884994951,0,0,0,93.9393939393939,3.87211235125151,0.576089281419462,0.0569779492506692,0,0,0
GBR,97.7272727272727,5.35942829688006,0.150518763095218,0.100710711039792,0,0,0,96.2121212121212,5.22959562754714,0.522836950439568,0.0812504192590199,0,0,1,96.2121212121212,4.84359701694547,0.522836950439568,0.0802554389909379,1,1,1
ITA,90.9090909090909,3.73524872557699,0.03104056672422,0.0922118730898441,0,0,0,95.4545454545455,3.73014365478908,0.81062724725487,0.0796107018726595,0,0,0,91.6666666666667,3.53465926537696,0.0788853030260186,0.0598915665970137,0,0,1
JPN,87.1212121212121,4.616367546734,3.27628787659684e-05,0.146367450824966,0,0,0,88.6363636363636,4.7529385111854,0.000794692292839017,0.135678208915173,0,0,0,90.9090909090909,4.9938492337158,0.03104056672422,0.124483461894675,0,0,0
KOR,97.7272727272727,9.09123590348926,0.150518763095218,0.219058533060476,0,0,0,96.969696969697,8.50058735646111,0.299111800389631,0.211603152568467,0,0,0,95.4545454545455,7.83153131620809,0.81062724725487,0.187041752760593,0,1,1
MEX,93.1818181818182,4.20075313623012,0.337826983166059,0.21365010422147,0,0,0,96.969696969697,4.23636928728688,0.299111800389631,0.160437869319726,0,0,1,90.1515151515152,3.87814987394893,0.0105909350254523,0.186890529353081,0,0,0
SWE,97.7272727272727,5.79595527678703,0.150518763095218,0.135228523162692,0,0,0,92.4242424242424,5.68199301742951,0.174517884435512,0.157716306231034,0,0,0,96.2121212121212,5.51404403575319,0.522836950439568,0.125101814704447,0,0,1
USA,97.7272727272727,3.37695206978215,0.150518763095218,0.0908735338751313,0,0,0,93.9393939393939,2.9292201885301,0.576089281419462,0.0705000674203142,1,1,1,95.4545454545455,2.84110145936227,0.81062724725487,0.0684579820343186,1,1,1
