Row,date_av,Q0251,Q0501,Q0751,Q0252,Q0502,Q0752,Q0253,Q0503,Q0753,Q0254,Q0504,Q0754
Coef,1985Q1 to 2016Q4,-0.0349693748744707,0.0429172880156211,0.148706040642928,-0.0104270016671028,0.049214724581084,0.191081530395525,-0.0088845506471576,0.0737736256134664,0.217697588848233,0.07006263323642,0.166137319085758,0.249536199286432
TickLoss,1985Q1 to 2016Q4,0,-0.0245325451017606,0,0,-0.00316551778309782,0,0,-0.0280031020587161,0,0,-0.033154921959663,0
pass,1985Q1 to 2016Q4,0,0,0,0,0,0,0,0,0,0,0,0
