"","Dates","KOR","AUS","ISL","GBR","DNK","ESP","JPN","NOR","CAN","FIN","NLD","USA","MEX","BEL","DEU","LUX","PRT","ITA","AUT","IRL","CHE","SWE","FRA","GRC"
"61",1970-07-01,-0.250020540789103,-0.954864291550236,-0.250020540789103,-0.545154059673978,-0.947321846429579,0.767050630421906,-0.228854925107601,-0.666864797125642,-0.250020540789103,-0.554250225318846,-0.207281971776936,-0.488027209310618,-0.539352183461458,-0.569495058516592,-0.384860485456745,-0.250020540789103,-0.369628879933957,-0.330395153031518,-0.424370199034709,-0.250020540789103,-0.673227486993907,-0.450279518712331,-0.54486471738415,-0.420307867589857
"62",1970-10-01,1.94294006349563,7.4203666682701,1.94294006349563,4.23645857246311,7.36175340891393,3.52931931278961,1.7784594870344,5.18228753198012,1.94294006349563,4.30714598318476,1.61081344010648,3.79251886286174,4.19137148601346,4.42561543808524,2.99079769082268,1.94294006349563,2.87243102979482,2.56754096116924,3.29783248550628,1.94294006349563,5.23173276962993,3.49917696328673,4.23421005830025,3.26626361324286
"63",1971-01-01,2.17748644975589,8.31613294509367,2.17748644975589,4.74787221171084,8.25044405410726,3.82475559927071,1.9931502300127,5.80787904456682,2.17748644975589,4.82709281244198,1.80526641290519,4.25034132008551,4.69734233606123,4.95986357444461,3.35183857087738,2.17748644975589,3.21918301174123,2.87748745171305,3.69593776240069,2.17748644975589,5.8632931754555,3.92158799234722,4.745352263096,3.66055798261274
"64",1971-04-01,3.74791711326132,14.3138328068893,3.74791711326132,8.17209747314103,14.2007682600552,5.80288116666816,3.4306352892358,9.99659458975006,3.74791711326132,8.30845296928492,3.10724729592772,7.31574103367489,8.08512481450548,8.53697967773181,5.76922678076321,3.74791711326132,5.54089836094166,4.95276765771794,6.36149464480168,3.74791711326132,10.0919740900438,6.74988666373835,8.16776010583427,6.30059852205173
"65",1971-07-01,-0.943212724127848,-3.6022646249902,-0.943212724127848,-2.05661600471532,-3.57381044204033,-0.593369978327907,-0.863364572604842,0.830527142947801,-0.943212724127848,-2.09093166194066,-0.781979723126959,-1.8411026233667,-2.03472818921747,-2.14844341919044,-1.45190193474153,-0.943212724127848,-1.39444007943698,-1.24642923875748,-1.60095394645131,-0.943212724127848,-2.53977825166333,-1.69869791547201,-2.0555244490834,-1.58562863479365
"66",1971-10-01,2.04869941935833,7.82427681138041,2.04869941935833,4.4670601942942,7.76247307761333,5.42514562809755,1.87526573098937,2.85239849712351,2.04869941935833,4.54159530735417,1.69849426724128,3.99895567456233,4.419518898726,4.66651336737381,3.15359470306194,2.04869941935833,3.02878503225672,2.70729899246734,3.47734221200948,2.04869941935833,5.51650979294497,3.68964640114524,4.46468928757072,3.44405496270571
"67",1972-01-01,1.63028207939389,6.22628100017029,1.63028207939389,3.55472750834898,6.17709978859379,2.69081865313208,1.49226972314514,5.08926001925154,1.63028207939389,3.61403989842391,1.35160128404976,3.18222659260158,3.51689583745395,3.71344524442945,2.50951842007339,1.63028207939389,2.41019932634683,2.15437217840528,2.76714516467944,1.63028207939389,4.38984214631931,2.93608928193637,3.55284082516516,2.74065635646313
"68",1972-04-01,3.02164860415909,11.5401092430958,3.02164860415909,6.58851468069991,11.448954257594,5.83815733728041,2.76584940910765,5.5656044198551,3.02164860415909,6.6984473131839,2.50512729358283,5.89810233651552,6.51839551727545,6.88269029100972,4.65127043164546,3.02164860415909,4.46718731822696,3.99302413244811,5.12876908238346,3.02164860415909,8.13635907648326,5.44189879321245,6.58501780510951,5.07967336368279
"69",1972-07-01,2.68753229256049,10.2640711457336,2.68753229256049,5.85999508348444,10.1829955478542,5.73191005646105,2.46001788331864,4.5865029529931,2.68753229256049,5.95777200546015,2.22812490148972,5.24592451696524,5.79762928894063,6.12164246740032,4.13696002548839,2.68753229256049,3.97323175108007,3.55149876996175,4.56165965526866,2.68753229256049,7.23668785702559,4.84016530561288,5.85688487203916,4.51799265532271
"70",1972-10-01,1.38004702571501,5.27059745313855,1.38004702571501,3.00910571681447,5.22896515795781,5.36661239231142,1.26321844484524,0.687823388650166,1.38004702571501,3.05931413690664,1.14414146826599,2.69378066518632,2.97708090003188,3.14346156993622,2.12432773160758,1.38004702571501,2.04025331183292,1.8236935525886,2.34241086404954,1.38004702571501,3.71603704288933,2.48542343192316,3.00750862417068,2.31998787268154
"71",1973-01-01,2.19011022633714,8.36434495777032,2.19011022633714,4.7753975623479,8.2982752415054,4.65200156348926,2.00470533438516,4.35592107833824,2.19011022633714,4.85507743719501,1.8157322782008,4.27498228133,4.72457474441112,4.98861792542774,3.37127054541845,2.19011022633714,3.23784592793019,2.89416941945152,3.71736462022385,2.19011022633714,5.89728507611033,3.94432303653758,4.77286300456371,3.68177972943023
"72",1973-04-01,3.35331430844305,12.8067881197716,3.35331430844305,7.31169088284062,12.705627674858,7.48369485314182,3.0694377849871,4.48727351344407,3.35331430844305,7.43369006863805,2.7800979857419,6.5454966968944,7.2338752183442,7.63815613822771,5.16180858006004,3.35331430844305,4.95751992210049,4.43131108589743,5.69171899240183,3.35331430844305,9.02943157329664,6.03921881030793,7.30781017912941,5.63723437239154
"73",1973-07-01,-0.0473704885452873,-0.180914687418978,-0.0473704885452873,-0.103288370058307,4.38206486338242,-1.24466559321359,-0.0433603158129586,2.78340823177015,-0.0473704885452873,-0.105011787698819,-0.0392729662879437,-0.0924647521178577,-0.102189109534356,-0.107900171165591,-0.0729181256880836,-0.0473704885452873,-0.0700322484210946,-0.0625987759353736,-0.0804038883720835,-0.0473704885452873,-0.127553979606492,-0.085312833561672,-0.10323354942004,-0.0796342131103302
"74",1973-10-01,2.72326881457809,10.4005540469829,2.72326881457809,5.93791632145567,9.1129295729877,5.23679855173151,2.49272911194063,4.76262119266075,2.72326881457809,6.03699339790197,2.25775261417636,5.31568036604737,5.87472123954069,6.20304287007668,4.19196980656007,2.72326881457809,4.02606441260624,3.59872358446521,4.62231673133751,2.72326881457809,7.33291518633174,4.90452571329679,5.93476475305997,4.57806908471083
"75",1974-01-01,-1.11000774418645,-4.23927872055088,-1.11000774418645,-2.42030205239509,-4.51034733345947,-0.406669938255355,-1.01603947564823,2.58185581787695,-1.11000774418645,-2.46068599155601,-0.920262763917129,-2.16667790573828,-2.39454365867919,-2.52836796222498,-1.70865208890454,-1.11000774418645,-1.64102884469697,-1.46684419347771,-1.88406202883872,-1.11000774418645,-2.98890531875447,-1.99909075967017,-2.41901746921078,-1.8660266332308
"76",1974-04-01,-0.345752228159123,-1.32047733098682,-0.345752228159123,-0.753890981226469,6.42140740466375,-1.359767756776,-0.316482397931807,0,-0.345752228159123,-0.766470025850129,-0.286649262388187,-0.674890528949608,-0.745867593941366,-0.787552033869946,-0.53222175248919,-0.345752228159123,-0.511158036958764,-0.456901900832145,-0.586859549289385,-0.345752228159123,-0.931003120589425,-0.622689425428167,-0.753490851136786,-0.581241770269527
"77",1974-07-01,-1.20326155123535,-4.59542837977916,-1.20326155123535,-2.62363611179801,3.82009313814318,-0.627480896209232,-1.10139883436659,-3.45750325082004,-1.20326155123535,-2.66741278050528,-0.997575743641889,-2.34870453070288,-2.59571370770465,-2.7407808389214,-1.85219911643378,-1.20326155123535,-1.77889471819789,-1.59007649172588,-2.04234557039568,-1.20326155123535,-3.2400087919891,-2.16703807801267,-2.62224360840049,-2.02279498778939
"78",1974-10-01,0.500599844226054,1.91186257776426,0.500599844226054,1.09152646614821,7.61509496672232,0.331989870967053,0.458221310527714,1.16520840541936,0.500599844226054,1.10973912615808,0.415027191185589,0.977145094510647,1.07990974730167,1.14026286272771,0.770581082899599,0.500599844226054,0.740083831241974,0.661528695276825,0.849688809009304,0.500599844226054,1.34795954786022,0.901565352247251,1.09094713492703,0.841555067349241
"79",1975-01-01,0.542559149241866,2.07211117946479,0.542559149241866,1.18301609095373,0.3371060259584,-0.041438508806646,0.496628529297233,6.99674688546135,0.542559149241866,1.20275530069253,0.449813962906892,1.0590474952768,1.17042568133404,1.23583747747687,0.835169690087016,0.542559149241866,0.802116218128475,0.716976743497347,0.920908071893541,0.542559149241866,1.46094289467905,0.977132806058818,1.18238820131669,0.912092575831892
"80",1975-04-01,-1.5239344566602,-5.82012418153787,-1.5239344566602,-3.32284320761526,-2.03989589126938,-6.24840675559737,-1.39492501234948,6.53741166792248,-1.5239344566602,-3.37828649321872,-1.26343274851882,-2.97464151428867,-3.28747939692342,-3.47120736493094,-2.34581587954099,-1.5239344566602,-2.25297563364291,-2.01383676888757,-2.58663694849878,-1.5239344566602,-4.10348110344334,-2.74456039303151,-3.32107959777805,-2.56187607547752
"81",1975-07-01,-1.06314646800536,-4.06030878815827,-1.06314646800536,-2.3181239878609,-2.43369349286979,-2.00535096406105,-0.973145264568529,3.48402167095054,-1.06314646800536,-2.35680303537921,-0.881411965114194,-2.07520710991003,-2.29345303809143,-2.42162767146055,-1.63651780168456,-1.06314646800536,-1.57174941280541,-1.40491832744192,-1.80452244766182,-1.06314646800536,-2.86272248953113,-1.91469500235172,-2.31689363601659,-1.78724845363785
"82",1975-10-01,0.326105244232684,1.24544268251831,0.326105244232684,0.711051968823555,2.28638190227235,-0.0450233164061231,0.29849863939387,4.54043022207387,0.326105244232684,0.722916223295762,0.27036073843376,0.636540628950477,0.703484501553385,0.742800269772691,0.501978846255064,0.326105244232684,0.482112052817261,0.430938960985297,0.5535119113194,0.326105244232684,0.878099908821062,0.587305794792761,0.710674575679001,0.548213356313493
"83",1976-01-01,0.0980490518030045,0.374463386454401,0.0980490518030045,0.213789788906503,8.88115574937776,-1.1582516492691,0.0897486595958355,0.232797299476495,0.0980490518030045,0.21735697748112,0.0812885242326117,0.191386695572886,0.211514502005993,0.223335452030516,0.150928421946372,0.0980490518030045,0.14495513481471,0.129569080095602,0.166422708700177,0.0980490518030045,0.264015574636934,0.17658341077383,0.213676319280869,0.164829608609199
"84",1976-04-01,0.409375465500793,1.56346359626985,0.409375465500793,0.892617447527769,6.06246218164346,-2.84517029689377,0.374719577849008,2.98538513331552,0.409375465500793,0.907511211989631,0.339396728837903,0.799079809035012,0.88311764496042,0.932472603830126,0.630157985777715,0.409375465500793,0.605218252500057,0.540978229807023,0.694849900036973,0.409375465500793,1.10232069335669,0.737272973638683,0.892143687915004,3.88271235252762
"85",1976-07-01,-1.04050305703933,-3.97383035521782,-1.04050305703933,-2.26875145481205,-4.27988378638342,0.580872940240695,-0.952418743041708,1.12501550872137,-1.04050305703933,-2.30660669714914,-0.862639224050672,-2.03100833876847,-2.24460595893945,-2.3700506665776,-1.60166244896322,-1.04050305703933,-1.53827352875667,-1.37499569305489,-1.76608885021357,-1.04050305703933,-2.80175083250838,-1.87391489620679,-2.2675473076002,0.639797447965984
"86",1976-10-01,0.710807541070357,2.71467591018943,0.710807541070357,1.54987112434192,9.55510759391069,-2.56917134827512,0.650633768186237,1.99424137640545,0.710807541070357,1.57573149211327,0.589301935760793,1.38745968443497,1.53337641014284,1.61907250067648,1.09415704189444,0.710807541070357,1.05085363956583,0.939312288369123,1.20648302226433,0.710807541070357,1.91398343952375,1.28014312936086,1.54904852520302,4.00053346136993
"87",1977-01-01,1.27693605506788,4.87680187287431,1.27693605506788,2.78427873232834,1.47442400045676,3.31202811717235,1.16883638571224,4.08185853266829,1.27693605506788,2.830735802768,1.05865631076608,2.49251336492609,2.7546466673011,2.90859611417385,1.96560741969271,1.27693605506788,1.8878146663164,1.68743528829294,2.1673963512496,1.27693605506788,3.43839129653915,2.29972365665505,2.78280096733762,3.7286339687947
