"","Dates","KOR","AUS","ISL","GBR","DNK","ESP","JPN","NOR","CAN","FIN","NLD","USA","MEX","BEL","DEU","LUX","PRT","ITA","AUT","IRL","CHE","SWE","FRA","GRC"
"44",1962-07-01,1.12231904058703,0.761741925617193,0.533320403077258,0.91288232648217,1.20581209632316,1.04755391469152,0.918799831989697,1.3471940510832,0.7812325693164,1.32310378360566,1.14432232265738,0.2,0.518181619424137,1.40989057156755,0.545084491884845,3.46149371098813,1.52068489636647,0.850066292287329,0.719354012786871,5.24044864693896,1.0429269240773,1.27000630601578,0.553799812450967,0.697116067693738
"45",1962-10-01,-1.84653987162187,-1.25328608592656,-0.87746652513042,-1.5019558191462,-1.98391012985048,-1.72352958579381,-1.51169182955414,-2.21652439295316,-1.28535383975825,-2.17688892584743,-1.88274164329296,-0.4,-0.852558841475044,-2.31967832752932,-0.896821858374297,-5.69515968415249,-2.50196708045258,-1.3986052499023,-1.18354569278926,-8.62205578076828,-1.71591684614868,-2.0895281969401,-0.91116108486634,-1.14695783248179
"46",1963-01-01,3.59636813409445,2.44093193523699,1.70897617658366,2.92524744783914,3.86391395146787,3.35679016509596,2.9442095499429,4.31695942111351,2.50338791021194,4.23976437481658,3.66687562761599,0.7,1.66046533684012,4.51786465414827,1.7466731171008,11.0920382069386,4.87289487704902,2.72395924411202,2.30510376743364,16.7925356700283,3.34196339926562,4.06961839181235,1.77460056021539,2.23384431784001
"47",1963-04-01,-2.34134969032336,-1.58912408785052,-1.1125976798317,-1.90442884341759,-2.51553050087942,-2.1853768358747,-1.91677377314478,-2.81047746695922,-1.62978490793736,-2.76022104408962,-2.38725230428468,-0.5,-1.08101558495824,-2.94127314404547,-1.13713958341749,-7.22126858334259,-3.17240907658909,-1.77338384026724,-1.50069564371861,-10.9324731853862,-2.17572414118634,-2.64945061409941,-1.15532123441922,-1.45430348251105
"48",1963-07-01,4.58598777149741,3.11260793908491,2.17923848598622,3.73019349638193,4.92715469352575,4.28048466525774,3.75437343712418,5.50486556912563,3.19225004657016,5.40642861130095,4.67589694959943,0.9,2.11737882380651,5.76105428718056,2.22730856718718,14.1442560053188,6.21377886932204,3.4735164248419,2.93940366929235,21.4133704792641,4.26157798934095,5.18946322613098,2.26292085932116,2.84853561789852
"49",1963-10-01,-0.362110415517423,-0.245772080154685,-0.172073061026581,-0.294536746332014,-0.389049016763659,-0.337987835551147,-0.296445998782223,-0.434665170934977,-0.252060635220925,-0.426892571120885,-0.369209660317791,-0.1,-0.167188611025454,-0.454893877980887,-0.175868683244726,-1.11683298658218,-0.490641092043055,-0.274269478807484,-0.232095840001193,-1.69080356691466,-0.336494961035686,-0.409760945462158,-0.178680636207687,-0.224920882394027
"50",1964-01-01,2.60674849669148,1.76925593138907,1.2387138671811,2.12030139929635,2.80067320940999,2.43309566493419,2.13404566276162,3.12905327310139,1.81452577385372,3.07310013833221,2.65785430563254,0.5,1.20355184987373,3.27467502111598,1.26603766701442,8.03982040855843,3.532010884776,1.97440206338214,1.67080386557494,12.1717008607926,2.4223488091903,2.94977355749372,1.28628026110962,1.6191530177815
"51",1964-04-01,-4.81539878383078,-3.26831409747032,-2.2882534533381,-3.91679396477457,-5.17363235602413,-4.49461308627915,-3.94218349109798,-5.78024283698952,-3.3519402488329,-5.67688163530054,-4.90980560924329,-1,-2.22329930237423,-6.04924722662619,-2.33872820863344,-14.8518130792931,-6.52461905727164,-3.64727679209193,-3.08644539836539,-22.4845602084755,-4.47476061637466,-5.44906269989598,-2.37612198218365,-2.99103173265732
"52",1964-07-01,2.11193867798999,1.43341792946511,1.00358271247982,1.71782837502496,2.26905283838105,1.9712484148533,1.72896371917098,2.53510019909533,1.47009470567462,2.48976802009003,2.15334364464082,0.4,0.97509510639053,2.65308020459984,1.02571994197123,6.51371150936833,2.86156888863949,1.59962347301721,1.35365391464558,9.86128345617471,1.96254151415263,2.38985114033441,1.04212011155674,1.31180736775225
"53",1964-10-01,-2.34134969032336,-1.58912408785052,-1.1125976798317,-1.90442884341759,-2.51553050087943,-2.1853768358747,-1.91677377314478,-2.81047746695922,-1.62978490793736,-2.76022104408962,-2.38725230428468,-0.5,-1.08101558495824,-2.94127314404547,-1.13713958341749,-7.22126858334259,-3.17240907658909,-1.77338384026724,-1.50069564371861,-10.9324731853862,-2.17572414118634,-2.64945061409941,-1.15532123441922,-1.45430348251105
"54",1965-01-01,2.60674849669148,1.76925593138907,1.2387138671811,2.12030139929636,2.80067320940999,2.43309566493419,2.13404566276162,3.12905327310139,1.81452577385372,3.07310013833221,2.65785430563254,0.5,1.20355184987373,3.27467502111598,1.26603766701442,8.03982040855844,3.532010884776,1.97440206338214,1.67080386557494,12.1717008607926,2.4223488091903,2.94977355749372,1.28628026110962,1.6191530177815
"55",1965-04-01,-2.83615950902484,-1.92496208977448,-1.34772883453298,-2.30690186768899,-3.04715087190837,-2.64722408595559,-2.32185571673542,-3.40443054096528,-1.97421597611647,-3.3435531623318,-2.8917629652764,-0.6,-1.30947232844144,-3.56286796056161,-1.37745730846068,-8.74737748253269,-3.8428510727256,-2.14816243063217,-1.81784559464797,-13.242890590004,-2.635531436224,-3.20937303125873,-1.39948138397211,-1.7616491325403
