"","dates","ret"
"156",1988-10-01,0.572080777151855
"157",1989-01-01,0.55441355161499
"158",1989-04-01,0.537564611912228
"159",1989-07-01,0.465742529056552
"160",1989-10-01,1.20885155312733
"161",1990-01-01,0.786572010831312
"162",1990-04-01,0.582081755938746
"163",1990-07-01,1.45886921649638
"164",1990-10-01,1.20220031685675
"165",1991-01-01,1.1330094607815
"166",1991-04-01,0.75643673709969
"167",1991-07-01,0.562048477535209
"168",1991-10-01,0.81833071997575
"169",1992-01-01,0.357677923834697
"170",1992-04-01,0.492457147783838
"171",1992-07-01,0.33390069977254
"172",1992-10-01,0.300015825555661
"173",1993-01-01,0.4034646340549
"174",1993-04-01,0.380716787011381
"175",1993-07-01,0.212248093255199
"176",1993-10-01,0.181331799231644
"177",1994-01-01,0.375152409543832
"178",1994-04-01,0.470353608452106
"179",1994-07-01,0.263740238606603
"180",1994-10-01,0.429085381111123
"181",1995-01-01,0.19564553860037
"182",1995-04-01,0.31034752613036
"183",1995-07-01,0.215470767561564
"184",1995-10-01,0.294349864995433
"185",1996-01-01,0.700736624380594
"186",1996-04-01,0.397669768171202
"187",1996-07-01,0.652819001586753
"188",1996-10-01,0.470385075844664
"189",1997-01-01,0.794337061750749
"190",1997-04-01,1.08667031406304
"191",1997-07-01,1.10336053102259
"192",1997-10-01,2.25988008455403
"193",1998-01-01,0.76222826190754
"194",1998-04-01,0.741541217042737
"195",1998-07-01,3.40738504851343
"196",1998-10-01,1.61120779025856
"197",1999-01-01,1.63878739006641
"198",1999-04-01,1.30186224768113
"199",1999-07-01,1.10199573051526
"200",1999-10-01,1.14497420171065
"201",2000-01-01,2.35834289427445
"202",2000-04-01,2.47441503204527
"203",2000-07-01,0.747368154964949
"204",2000-10-01,2.23791316568586
"205",2001-01-01,2.36558518887802
"206",2001-04-01,1.80057515903564
"207",2001-07-01,2.10626583895746
"208",2001-10-01,1.12609480918896
"209",2002-01-01,1.13119298133732
"210",2002-04-01,1.57943748085265
"211",2002-07-01,5.01082901373896
"212",2002-10-01,2.88196026130245
"213",2003-01-01,2.2679407395522
"214",2003-04-01,1.14927092531542
"215",2003-07-01,0.762833694920283
"216",2003-10-01,0.499764255595461
"217",2004-01-01,0.575800959897855
"218",2004-04-01,0.480922308164242
"219",2004-07-01,0.458442456014669
"220",2004-10-01,0.437766169442046
"221",2005-01-01,0.413068764164793
"222",2005-04-01,0.503969325480317
"223",2005-07-01,0.31309033692025
"224",2005-10-01,0.442146307407102
"225",2006-01-01,0.349400447834436
"226",2006-04-01,0.640762409818727
"227",2006-07-01,0.384122706114403
"228",2006-10-01,0.221465123608787
"229",2007-01-01,0.583372157373734
"230",2007-04-01,0.436976826887748
"231",2007-07-01,1.5001585954689
"232",2007-10-01,1.51675550762738
"233",2008-01-01,2.3604092774345
"234",2008-04-01,1.24712296949516
"235",2008-07-01,5.07432074692382
"236",2008-10-01,17.8656802636361
"237",2009-01-01,6.91626912000502
"238",2009-04-01,2.75428555364572
"239",2009-07-01,1.22460629495027
"240",2009-10-01,1.06964953084443
"241",2010-01-01,0.824440553821292
"242",2010-04-01,2.46807087665733
"243",2010-07-01,1.30406743212288
"244",2010-10-01,0.566647356451875
"245",2011-01-01,0.691823055973507
"246",2011-04-01,0.616033410520241
"247",2011-07-01,4.43990452163507
"248",2011-10-01,2.81593107773718
"249",2012-01-01,0.388724140095706
"250",2012-04-01,1.04266416879145
"251",2012-07-01,0.523031474779397
"252",2012-10-01,0.624573679446378
"253",2013-01-01,0.436617629611653
"254",2013-04-01,0.776843778220018
"255",2013-07-01,0.323808826508248
"256",2013-10-01,0.439174511570982
"257",2014-01-01,0.563917671337137
"258",2014-04-01,0.350676003372331
"259",2014-07-01,0.347905498238066
"260",2014-10-01,0.792961177737529
"261",2015-01-01,0.779976711950375
"262",2015-04-01,0.400025872169882
"263",2015-07-01,1.73797175973682
"264",2015-10-01,0.868321114720986
"265",2016-01-01,1.34127671390194
"266",2016-04-01,0.736638953713288
"267",2016-07-01,0.381096007121283
"268",2016-10-01,0.289227280096698
"269",2017-01-01,0.182423566904341
"270",2017-04-01,0.213355029493403
"271",2017-07-01,0.202054868554277
"272",2017-10-01,0.129199144441529
"273",2018-01-01,1.55839274867665
"274",2018-04-01,0.612520277723823
"275",2018-07-01,0.214538808457459
"276",2018-10-01,2.26084141563121
"277",2019-01-01,0.7572447123601
"278",2019-04-01,0.52024148354826
"279",2019-07-01,0.334823076158389
